Counter,Row,ColumnCounter,Video,Filename,"What is the start time of the commercial? (Remember to pause the video at the black frame right before the commercial starts, and then click on Share and click the ""start at"" button before copying and pasting the URL here)","What is the END time of the commercial? (Remember to pause the video at the black frame right after the commercial ends, and then click on Share and click the ""start at"" button before copying and pasting the URL here)",Who is the ad's sponsor (or the company who makes the product in the ad)?,"What is the product being advertised, if any?",Is the Commercial Particularly Interesting/Weird/Cool?,Blank,Date,Sponsor--Product,StartTime,EndTime,Time,Interesting,Formula
11,56,61,https://youtu.be/3ne-3MR3Qp0,1989 09 06 0000 US NA025119 V13 VHS12 MB1 H29 LA,https://youtu.be/3ne-3MR3Qp0?t=1470,https://youtu.be/3ne-3MR3Qp0?t=1501,Toyota,Cars,Yes,0,1989 09 06,Toyota--Cars,1470,1501,31,Int,"ffmpeg -ss 1469 -i ""1989 09 06 0000 US NA025119 V13 VHS12 MB1 H29 LA"".mp4 -c copy -t 34 ""Toyota--Cars_Int_ zz_1989 09 06_1989 09 06 0000 US NA025119 V13 VHS12 MB1 H29 LA_1470s"".mp4"
12,56,67,https://youtu.be/3ne-3MR3Qp0,1989 09 06 0000 US NA025119 V13 VHS12 MB1 H29 LA,https://youtu.be/3ne-3MR3Qp0?t=1671,https://youtu.be/3ne-3MR3Qp0?t=1701,CocaCola,The beverage CocaCola,Yes,0,1989 09 06,CocaCola--The beverage CocaCola,1671,1701,30,Int,"ffmpeg -ss 1670 -i ""1989 09 06 0000 US NA025119 V13 VHS12 MB1 H29 LA"".mp4 -c copy -t 33 ""CocaCola--The beverage CocaCola_Int_ zz_1989 09 06_1989 09 06 0000 US NA025119 V13 VHS12 MB1 H29 LA_1671s"".mp4"
13,56,73,https://youtu.be/3ne-3MR3Qp0,1989 09 06 0000 US NA025119 V13 VHS12 MB1 H29 LA,https://youtu.be/3ne-3MR3Qp0?t=1701,https://youtu.be/3ne-3MR3Qp0?t=1731,Oficinas Legales de David Shuman,Legal help for accidents in the workplace,Yes,0,1989 09 06,Oficinas Legales de David Shuman--Legal help for accidents in the workplace,1701,1731,30,Int,"ffmpeg -ss 1700 -i ""1989 09 06 0000 US NA025119 V13 VHS12 MB1 H29 LA"".mp4 -c copy -t 33 ""Oficinas Legales de David Shuman--Legal help for accidents in the workplace_Int_ zz_1989 09 06_1989 09 06 0000 US NA025119 V13 VHS12 MB1 H29 LA_1701s"".mp4"
14,56,79,https://youtu.be/3ne-3MR3Qp0,1989 09 06 0000 US NA025119 V13 VHS12 MB1 H29 LA,https://youtu.be/3ne-3MR3Qp0?t=1731,https://youtu.be/3ne-3MR3Qp0?t=1761,Daihatsu,Cars,Yes,0,1989 09 06,Daihatsu--Cars,1731,1761,30,Int,"ffmpeg -ss 1730 -i ""1989 09 06 0000 US NA025119 V13 VHS12 MB1 H29 LA"".mp4 -c copy -t 33 ""Daihatsu--Cars_Int_ zz_1989 09 06_1989 09 06 0000 US NA025119 V13 VHS12 MB1 H29 LA_1731s"".mp4"
15,56,85,https://youtu.be/3ne-3MR3Qp0,1989 09 06 0000 US NA025119 V13 VHS12 MB1 H29 LA,https://youtu.be/3ne-3MR3Qp0?t=1761,https://youtu.be/3ne-3MR3Qp0?t=1791,Mazola,Corn oil shortening ,Yes,0,1989 09 06,Mazola--Corn oil shortening ,1761,1791,30,Int,"ffmpeg -ss 1760 -i ""1989 09 06 0000 US NA025119 V13 VHS12 MB1 H29 LA"".mp4 -c copy -t 33 ""Mazola--Corn oil shortening _Int_ zz_1989 09 06_1989 09 06 0000 US NA025119 V13 VHS12 MB1 H29 LA_1761s"".mp4"
16,56,91,https://youtu.be/3ne-3MR3Qp0,1989 09 06 0000 US NA025119 V13 VHS12 MB1 H29 LA,https://youtu.be/3ne-3MR3Qp0?t=1791,https://youtu.be/3ne-3MR3Qp0?t=1801,KMEX 34 Los Angeles,This news channel is being advertised by using a famous Mexican singer Vicente Fernandez.,Yes,0,1989 09 06,KMEX 34 Los Angeles--This news channel is being advertised by using a famous Mexican singer Vicente Fernandez.,1791,1801,10,Int,"ffmpeg -ss 1790 -i ""1989 09 06 0000 US NA025119 V13 VHS12 MB1 H29 LA"".mp4 -c copy -t 13 ""KMEX 34 Los Angeles--This news channel is being advertised by using a famous Mexican singer Vicente Fernandez._Int_ zz_1989 09 06_1989 09 06 0000 US NA025119 V13 VHS12 MB1 H29 LA_1791s"".mp4"
17,56,97,https://youtu.be/3ne-3MR3Qp0,1989 09 06 0000 US NA025119 V13 VHS12 MB1 H29 LA,https://youtu.be/3ne-3MR3Qp0?t=2171,https://youtu.be/3ne-3MR3Qp0?t=2232,Más,Magazine,Yes,0,1989 09 06,Más--Magazine,2171,2232,61,Int,"ffmpeg -ss 2170 -i ""1989 09 06 0000 US NA025119 V13 VHS12 MB1 H29 LA"".mp4 -c copy -t 64 ""Más--Magazine_Int_ zz_1989 09 06_1989 09 06 0000 US NA025119 V13 VHS12 MB1 H29 LA_2171s"".mp4"
18,56,103,https://youtu.be/3ne-3MR3Qp0,1989 09 06 0000 US NA025119 V13 VHS12 MB1 H29 LA,,,,,,1,1989 09 06,--,#VALUE!,#VALUE!,#VALUE!,,
19,56,109,https://youtu.be/3ne-3MR3Qp0,1989 09 06 0000 US NA025119 V13 VHS12 MB1 H29 LA,,,,,,1,1989 09 06,--,#VALUE!,#VALUE!,#VALUE!,,
20,56,115,https://youtu.be/3ne-3MR3Qp0,1989 09 06 0000 US NA025119 V13 VHS12 MB1 H29 LA,,,,,,1,1989 09 06,--,#VALUE!,#VALUE!,#VALUE!,,
21,56,121,https://youtu.be/3ne-3MR3Qp0,1989 09 06 0000 US NA025119 V13 VHS12 MB1 H29 LA,,,,,,1,1989 09 06,--,#VALUE!,#VALUE!,#VALUE!,,
22,56,127,https://youtu.be/3ne-3MR3Qp0,1989 09 06 0000 US NA025119 V13 VHS12 MB1 H29 LA,,,,,,1,1989 09 06,--,#VALUE!,#VALUE!,#VALUE!,,
23,56,133,https://youtu.be/3ne-3MR3Qp0,1989 09 06 0000 US NA025119 V13 VHS12 MB1 H29 LA,,,,,,1,1989 09 06,--,#VALUE!,#VALUE!,#VALUE!,,
24,56,139,https://youtu.be/3ne-3MR3Qp0,1989 09 06 0000 US NA025119 V13 VHS12 MB1 H29 LA,,,,,,1,1989 09 06,--,#VALUE!,#VALUE!,#VALUE!,,
25,56,145,https://youtu.be/3ne-3MR3Qp0,1989 09 06 0000 US NA025119 V13 VHS12 MB1 H29 LA,,,,,,1,1989 09 06,--,#VALUE!,#VALUE!,#VALUE!,,
26,56,151,https://youtu.be/3ne-3MR3Qp0,1989 09 06 0000 US NA025119 V13 VHS12 MB1 H29 LA,,,,,,1,1989 09 06,--,#VALUE!,#VALUE!,#VALUE!,,
27,56,157,https://youtu.be/3ne-3MR3Qp0,1989 09 06 0000 US NA025119 V13 VHS12 MB1 H29 LA,,,,,,1,1989 09 06,--,#VALUE!,#VALUE!,#VALUE!,,
28,56,163,https://youtu.be/3ne-3MR3Qp0,1989 09 06 0000 US NA025119 V13 VHS12 MB1 H29 LA,,,,,,1,1989 09 06,--,#VALUE!,#VALUE!,#VALUE!,,
29,56,169,https://youtu.be/3ne-3MR3Qp0,1989 09 06 0000 US NA025119 V13 VHS12 MB1 H29 LA,,,,,,1,1989 09 06,--,#VALUE!,#VALUE!,#VALUE!,,
30,56,175,https://youtu.be/3ne-3MR3Qp0,1989 09 06 0000 US NA025119 V13 VHS12 MB1 H29 LA,,,,,,1,1989 09 06,--,#VALUE!,#VALUE!,#VALUE!,,
31,56,181,https://youtu.be/3ne-3MR3Qp0,1989 09 06 0000 US NA025119 V13 VHS12 MB1 H29 LA,,,,,,1,1989 09 06,--,#VALUE!,#VALUE!,#VALUE!,,
32,56,187,https://youtu.be/3ne-3MR3Qp0,1989 09 06 0000 US NA025119 V13 VHS12 MB1 H29 LA,,,,,,1,1989 09 06,--,#VALUE!,#VALUE!,#VALUE!,,
33,56,193,https://youtu.be/3ne-3MR3Qp0,1989 09 06 0000 US NA025119 V13 VHS12 MB1 H29 LA,,,,,,1,1989 09 06,--,#VALUE!,#VALUE!,#VALUE!,,
34,56,199,https://youtu.be/3ne-3MR3Qp0,1989 09 06 0000 US NA025119 V13 VHS12 MB1 H29 LA,,,,,,1,1989 09 06,--,#VALUE!,#VALUE!,#VALUE!,,
35,56,205,https://youtu.be/3ne-3MR3Qp0,1989 09 06 0000 US NA025119 V13 VHS12 MB1 H29 LA,,,,,,1,1989 09 06,--,#VALUE!,#VALUE!,#VALUE!,,
36,56,211,https://youtu.be/3ne-3MR3Qp0,1989 09 06 0000 US NA025119 V13 VHS12 MB1 H29 LA,,,,,,1,1989 09 06,--,#VALUE!,#VALUE!,#VALUE!,,
37,56,217,https://youtu.be/3ne-3MR3Qp0,1989 09 06 0000 US NA025119 V13 VHS12 MB1 H29 LA,,,,,,1,1989 09 06,--,#VALUE!,#VALUE!,#VALUE!,,
38,56,223,https://youtu.be/3ne-3MR3Qp0,1989 09 06 0000 US NA025119 V13 VHS12 MB1 H29 LA,,,,,,1,1989 09 06,--,#VALUE!,#VALUE!,#VALUE!,,
39,56,229,https://youtu.be/3ne-3MR3Qp0,1989 09 06 0000 US NA025119 V13 VHS12 MB1 H29 LA,,,,,,1,1989 09 06,--,#VALUE!,#VALUE!,#VALUE!,,
40,56,235,https://youtu.be/3ne-3MR3Qp0,1989 09 06 0000 US NA025119 V13 VHS12 MB1 H29 LA,,,,,,1,1989 09 06,--,#VALUE!,#VALUE!,#VALUE!,,
41,56,241,https://youtu.be/3ne-3MR3Qp0,1989 09 06 0000 US NA025119 V13 VHS12 MB1 H29 LA,,,,,,1,1989 09 06,--,#VALUE!,#VALUE!,#VALUE!,,
42,56,247,https://youtu.be/3ne-3MR3Qp0,1989 09 06 0000 US NA025119 V13 VHS12 MB1 H29 LA,,,,,,1,1989 09 06,--,#VALUE!,#VALUE!,#VALUE!,,
43,56,253,https://youtu.be/3ne-3MR3Qp0,1989 09 06 0000 US NA025119 V13 VHS12 MB1 H29 LA,,,,,,1,1989 09 06,--,#VALUE!,#VALUE!,#VALUE!,,
44,56,259,https://youtu.be/3ne-3MR3Qp0,1989 09 06 0000 US NA025119 V13 VHS12 MB1 H29 LA,,,,,,1,1989 09 06,--,#VALUE!,#VALUE!,#VALUE!,,
45,56,265,https://youtu.be/3ne-3MR3Qp0,1989 09 06 0000 US NA025119 V13 VHS12 MB1 H29 LA,,,,,,1,1989 09 06,--,#VALUE!,#VALUE!,#VALUE!,,
46,56,271,https://youtu.be/3ne-3MR3Qp0,1989 09 06 0000 US NA025119 V13 VHS12 MB1 H29 LA,,,,,,1,1989 09 06,--,#VALUE!,#VALUE!,#VALUE!,,
47,56,277,https://youtu.be/3ne-3MR3Qp0,1989 09 06 0000 US NA025119 V13 VHS12 MB1 H29 LA,,,,,,1,1989 09 06,--,#VALUE!,#VALUE!,#VALUE!,,
48,56,283,https://youtu.be/3ne-3MR3Qp0,1989 09 06 0000 US NA025119 V13 VHS12 MB1 H29 LA,,,,,,1,1989 09 06,--,#VALUE!,#VALUE!,#VALUE!,,
49,56,289,https://youtu.be/3ne-3MR3Qp0,1989 09 06 0000 US NA025119 V13 VHS12 MB1 H29 LA,,,,,,1,1989 09 06,--,#VALUE!,#VALUE!,#VALUE!,,
50,56,295,https://youtu.be/3ne-3MR3Qp0,1989 09 06 0000 US NA025119 V13 VHS12 MB1 H29 LA,,,,,,1,1989 09 06,--,#VALUE!,#VALUE!,#VALUE!,,
51,56,301,https://youtu.be/3ne-3MR3Qp0,1989 09 06 0000 US NA025119 V13 VHS12 MB1 H29 LA,,,,,,1,1989 09 06,--,#VALUE!,#VALUE!,#VALUE!,,
52,56,307,https://youtu.be/3ne-3MR3Qp0,1989 09 06 0000 US NA025119 V13 VHS12 MB1 H29 LA,,,,,,1,1989 09 06,--,#VALUE!,#VALUE!,#VALUE!,,
53,56,313,https://youtu.be/3ne-3MR3Qp0,1989 09 06 0000 US NA025119 V13 VHS12 MB1 H29 LA,,,,,,1,1989 09 06,--,#VALUE!,#VALUE!,#VALUE!,,
54,56,319,https://youtu.be/3ne-3MR3Qp0,1989 09 06 0000 US NA025119 V13 VHS12 MB1 H29 LA,,,,,,1,1989 09 06,--,#VALUE!,#VALUE!,#VALUE!,,
55,56,325,https://youtu.be/3ne-3MR3Qp0,1989 09 06 0000 US NA025119 V13 VHS12 MB1 H29 LA,,,,,,1,1989 09 06,--,#VALUE!,#VALUE!,#VALUE!,,
56,56,331,https://youtu.be/3ne-3MR3Qp0,1989 09 06 0000 US NA025119 V13 VHS12 MB1 H29 LA,,,,,,1,1989 09 06,--,#VALUE!,#VALUE!,#VALUE!,,
57,56,337,https://youtu.be/3ne-3MR3Qp0,1989 09 06 0000 US NA025119 V13 VHS12 MB1 H29 LA,,,,,,1,1989 09 06,--,#VALUE!,#VALUE!,#VALUE!,,
58,56,343,https://youtu.be/3ne-3MR3Qp0,1989 09 06 0000 US NA025119 V13 VHS12 MB1 H29 LA,,,,,,1,1989 09 06,--,#VALUE!,#VALUE!,#VALUE!,,
59,56,349,https://youtu.be/3ne-3MR3Qp0,1989 09 06 0000 US NA025119 V13 VHS12 MB1 H29 LA,,,,,,1,1989 09 06,--,#VALUE!,#VALUE!,#VALUE!,,
60,56,355,https://youtu.be/3ne-3MR3Qp0,1989 09 06 0000 US NA025119 V13 VHS12 MB1 H29 LA,,,,,,1,1989 09 06,--,#VALUE!,#VALUE!,#VALUE!,,
61,56,361,https://youtu.be/3ne-3MR3Qp0,1989 09 06 0000 US NA025119 V13 VHS12 MB1 H29 LA,,,,,,1,1989 09 06,--,#VALUE!,#VALUE!,#VALUE!,,
62,56,367,https://youtu.be/3ne-3MR3Qp0,1989 09 06 0000 US NA025119 V13 VHS12 MB1 H29 LA,,,,,,1,1989 09 06,--,#VALUE!,#VALUE!,#VALUE!,,
63,56,373,https://youtu.be/3ne-3MR3Qp0,1989 09 06 0000 US NA025119 V13 VHS12 MB1 H29 LA,,,,,,1,1989 09 06,--,#VALUE!,#VALUE!,#VALUE!,,
64,56,379,https://youtu.be/3ne-3MR3Qp0,1989 09 06 0000 US NA025119 V13 VHS12 MB1 H29 LA,,,,,,1,1989 09 06,--,#VALUE!,#VALUE!,#VALUE!,,
65,56,385,https://youtu.be/3ne-3MR3Qp0,1989 09 06 0000 US NA025119 V13 VHS12 MB1 H29 LA,,,,,,1,1989 09 06,--,#VALUE!,#VALUE!,#VALUE!,,
66,56,391,https://youtu.be/3ne-3MR3Qp0,1989 09 06 0000 US NA025119 V13 VHS12 MB1 H29 LA,,,,,,1,1989 09 06,--,#VALUE!,#VALUE!,#VALUE!,,
67,56,397,https://youtu.be/3ne-3MR3Qp0,1989 09 06 0000 US NA025119 V13 VHS12 MB1 H29 LA,,,,,,1,1989 09 06,--,#VALUE!,#VALUE!,#VALUE!,,
68,56,403,https://youtu.be/3ne-3MR3Qp0,1989 09 06 0000 US NA025119 V13 VHS12 MB1 H29 LA,,,,,,1,1989 09 06,--,#VALUE!,#VALUE!,#VALUE!,,
69,56,409,https://youtu.be/3ne-3MR3Qp0,1989 09 06 0000 US NA025119 V13 VHS12 MB1 H29 LA,,,,,,1,1989 09 06,--,#VALUE!,#VALUE!,#VALUE!,,
70,56,415,https://youtu.be/3ne-3MR3Qp0,1989 09 06 0000 US NA025119 V13 VHS12 MB1 H29 LA,,,,,,1,1989 09 06,--,#VALUE!,#VALUE!,#VALUE!,,
71,56,421,https://youtu.be/3ne-3MR3Qp0,1989 09 06 0000 US NA025119 V13 VHS12 MB1 H29 LA,,,,,,1,1989 09 06,--,#VALUE!,#VALUE!,#VALUE!,,
72,56,427,https://youtu.be/3ne-3MR3Qp0,1989 09 06 0000 US NA025119 V13 VHS12 MB1 H29 LA,,,,,,1,1989 09 06,--,#VALUE!,#VALUE!,#VALUE!,,
73,56,433,https://youtu.be/3ne-3MR3Qp0,1989 09 06 0000 US NA025119 V13 VHS12 MB1 H29 LA,,,,,,1,1989 09 06,--,#VALUE!,#VALUE!,#VALUE!,,
74,56,439,https://youtu.be/3ne-3MR3Qp0,1989 09 06 0000 US NA025119 V13 VHS12 MB1 H29 LA,,,,,,1,1989 09 06,--,#VALUE!,#VALUE!,#VALUE!,,
75,56,445,https://youtu.be/3ne-3MR3Qp0,1989 09 06 0000 US NA025119 V13 VHS12 MB1 H29 LA,,,,,,1,1989 09 06,--,#VALUE!,#VALUE!,#VALUE!,,
76,56,451,https://youtu.be/3ne-3MR3Qp0,1989 09 06 0000 US NA025119 V13 VHS12 MB1 H29 LA,,,,,,1,1989 09 06,--,#VALUE!,#VALUE!,#VALUE!,,
77,56,457,https://youtu.be/3ne-3MR3Qp0,1989 09 06 0000 US NA025119 V13 VHS12 MB1 H29 LA,,,,,,1,1989 09 06,--,#VALUE!,#VALUE!,#VALUE!,,
1,57,1,https://youtu.be/KdDeqhDsuJg,1989 09 07 0000 US NA025108 V1 VHS23 MB12 H28 LA,https://youtu.be/KdDeqhDsuJg?t=638,https://youtu.be/KdDeqhDsuJg?t=668,Foster Farms,Chicken,No,0,1989 09 07,Foster Farms--Chicken,638,668,30,,"ffmpeg -ss 637 -i ""1989 09 07 0000 US NA025108 V1 VHS23 MB12 H28 LA"".mp4 -c copy -t 33 ""Foster Farms--Chicken__ zz_1989 09 07_1989 09 07 0000 US NA025108 V1 VHS23 MB12 H28 LA_638s"".mp4"
2,57,7,https://youtu.be/KdDeqhDsuJg,1989 09 07 0000 US NA025108 V1 VHS23 MB12 H28 LA,https://youtu.be/KdDeqhDsuJg?t=668,https://youtu.be/KdDeqhDsuJg?t=698,Circuit City,Different technology including a car stereo,No,0,1989 09 07,Circuit City--Different technology including a car stereo,668,698,30,,"ffmpeg -ss 667 -i ""1989 09 07 0000 US NA025108 V1 VHS23 MB12 H28 LA"".mp4 -c copy -t 33 ""Circuit City--Different technology including a car stereo__ zz_1989 09 07_1989 09 07 0000 US NA025108 V1 VHS23 MB12 H28 LA_668s"".mp4"
3,57,13,https://youtu.be/KdDeqhDsuJg,1989 09 07 0000 US NA025108 V1 VHS23 MB12 H28 LA,https://youtu.be/KdDeqhDsuJg?t=698,https://youtu.be/KdDeqhDsuJg?t=728,Diet Center,A diet you can live with,No,0,1989 09 07,Diet Center--A diet you can live with,698,728,30,,"ffmpeg -ss 697 -i ""1989 09 07 0000 US NA025108 V1 VHS23 MB12 H28 LA"".mp4 -c copy -t 33 ""Diet Center--A diet you can live with__ zz_1989 09 07_1989 09 07 0000 US NA025108 V1 VHS23 MB12 H28 LA_698s"".mp4"
4,57,19,https://youtu.be/KdDeqhDsuJg,1989 09 07 0000 US NA025108 V1 VHS23 MB12 H28 LA,https://youtu.be/KdDeqhDsuJg?t=1051,https://youtu.be/KdDeqhDsuJg?t=1062,RB Furniture,No product but an overall sale,No,0,1989 09 07,RB Furniture--No product but an overall sale,1051,1062,11,,"ffmpeg -ss 1050 -i ""1989 09 07 0000 US NA025108 V1 VHS23 MB12 H28 LA"".mp4 -c copy -t 14 ""RB Furniture--No product but an overall sale__ zz_1989 09 07_1989 09 07 0000 US NA025108 V1 VHS23 MB12 H28 LA_1051s"".mp4"
5,57,25,https://youtu.be/KdDeqhDsuJg,1989 09 07 0000 US NA025108 V1 VHS23 MB12 H28 LA,https://youtu.be/KdDeqhDsuJg?t=1062,https://youtu.be/KdDeqhDsuJg?t=1091,Kickboxer,A movie,No,0,1989 09 07,Kickboxer--A movie,1062,1091,29,,"ffmpeg -ss 1061 -i ""1989 09 07 0000 US NA025108 V1 VHS23 MB12 H28 LA"".mp4 -c copy -t 32 ""Kickboxer--A movie__ zz_1989 09 07_1989 09 07 0000 US NA025108 V1 VHS23 MB12 H28 LA_1062s"".mp4"
6,57,31,https://youtu.be/KdDeqhDsuJg,1989 09 07 0000 US NA025108 V1 VHS23 MB12 H28 LA,https://youtu.be/KdDeqhDsuJg?t=1091,https://youtu.be/KdDeqhDsuJg?t=1121,Ford,Ford Ranger,No,0,1989 09 07,Ford--Ford Ranger,1091,1121,30,,"ffmpeg -ss 1090 -i ""1989 09 07 0000 US NA025108 V1 VHS23 MB12 H28 LA"".mp4 -c copy -t 33 ""Ford--Ford Ranger__ zz_1989 09 07_1989 09 07 0000 US NA025108 V1 VHS23 MB12 H28 LA_1091s"".mp4"
7,57,37,https://youtu.be/KdDeqhDsuJg,1989 09 07 0000 US NA025108 V1 VHS23 MB12 H28 LA,https://youtu.be/KdDeqhDsuJg?t=1121,https://youtu.be/KdDeqhDsuJg?t=1151,Jack in the Box,Grilled Sourdough Burger,Yes,0,1989 09 07,Jack in the Box--Grilled Sourdough Burger,1121,1151,30,Int,"ffmpeg -ss 1120 -i ""1989 09 07 0000 US NA025108 V1 VHS23 MB12 H28 LA"".mp4 -c copy -t 33 ""Jack in the Box--Grilled Sourdough Burger_Int_ zz_1989 09 07_1989 09 07 0000 US NA025108 V1 VHS23 MB12 H28 LA_1121s"".mp4"
8,57,43,https://youtu.be/KdDeqhDsuJg,1989 09 07 0000 US NA025108 V1 VHS23 MB12 H28 LA,https://youtu.be/KdDeqhDsuJg?t=1151,https://youtu.be/KdDeqhDsuJg?t=1162,C and R Clothiers,Clothes Cleaning Service,No,0,1989 09 07,C and R Clothiers--Clothes Cleaning Service,1151,1162,11,,"ffmpeg -ss 1150 -i ""1989 09 07 0000 US NA025108 V1 VHS23 MB12 H28 LA"".mp4 -c copy -t 14 ""C and R Clothiers--Clothes Cleaning Service__ zz_1989 09 07_1989 09 07 0000 US NA025108 V1 VHS23 MB12 H28 LA_1151s"".mp4"
9,57,49,https://youtu.be/KdDeqhDsuJg,1989 09 07 0000 US NA025108 V1 VHS23 MB12 H28 LA,https://youtu.be/KdDeqhDsuJg?t=1427,https://youtu.be/KdDeqhDsuJg?t=1457,Fall Preview,Fall Preview TV Guide,No,0,1989 09 07,Fall Preview--Fall Preview TV Guide,1427,1457,30,,"ffmpeg -ss 1426 -i ""1989 09 07 0000 US NA025108 V1 VHS23 MB12 H28 LA"".mp4 -c copy -t 33 ""Fall Preview--Fall Preview TV Guide__ zz_1989 09 07_1989 09 07 0000 US NA025108 V1 VHS23 MB12 H28 LA_1427s"".mp4"
10,57,55,https://youtu.be/KdDeqhDsuJg,1989 09 07 0000 US NA025108 V1 VHS23 MB12 H28 LA,https://youtu.be/KdDeqhDsuJg?t=1457,https://youtu.be/KdDeqhDsuJg?t=1472,Sweet Premium,Brown and Serve Sausage,No,0,1989 09 07,Sweet Premium--Brown and Serve Sausage,1457,1472,15,,"ffmpeg -ss 1456 -i ""1989 09 07 0000 US NA025108 V1 VHS23 MB12 H28 LA"".mp4 -c copy -t 18 ""Sweet Premium--Brown and Serve Sausage__ zz_1989 09 07_1989 09 07 0000 US NA025108 V1 VHS23 MB12 H28 LA_1457s"".mp4"
11,57,61,https://youtu.be/KdDeqhDsuJg,1989 09 07 0000 US NA025108 V1 VHS23 MB12 H28 LA,https://youtu.be/KdDeqhDsuJg?t=1472,https://youtu.be/KdDeqhDsuJg?t=1488,Chico San,Popcorn cakes ,No,0,1989 09 07,Chico San--Popcorn cakes ,1472,1488,16,,"ffmpeg -ss 1471 -i ""1989 09 07 0000 US NA025108 V1 VHS23 MB12 H28 LA"".mp4 -c copy -t 19 ""Chico San--Popcorn cakes __ zz_1989 09 07_1989 09 07 0000 US NA025108 V1 VHS23 MB12 H28 LA_1472s"".mp4"
12,57,67,https://youtu.be/KdDeqhDsuJg,1989 09 07 0000 US NA025108 V1 VHS23 MB12 H28 LA,https://youtu.be/KdDeqhDsuJg?t=1488,https://youtu.be/KdDeqhDsuJg?t=1518,Fox,Family Times and Other Sitcoms ,No,0,1989 09 07,Fox--Family Times and Other Sitcoms ,1488,1518,30,,"ffmpeg -ss 1487 -i ""1989 09 07 0000 US NA025108 V1 VHS23 MB12 H28 LA"".mp4 -c copy -t 33 ""Fox--Family Times and Other Sitcoms __ zz_1989 09 07_1989 09 07 0000 US NA025108 V1 VHS23 MB12 H28 LA_1488s"".mp4"
13,57,73,https://youtu.be/KdDeqhDsuJg,1989 09 07 0000 US NA025108 V1 VHS23 MB12 H28 LA,https://youtu.be/KdDeqhDsuJg?t=1518,https://youtu.be/KdDeqhDsuJg?t=1548,Toyota,4 x 4 of the year,No,0,1989 09 07,Toyota--4 x 4 of the year,1518,1548,30,,"ffmpeg -ss 1517 -i ""1989 09 07 0000 US NA025108 V1 VHS23 MB12 H28 LA"".mp4 -c copy -t 33 ""Toyota--4 x 4 of the year__ zz_1989 09 07_1989 09 07 0000 US NA025108 V1 VHS23 MB12 H28 LA_1518s"".mp4"
14,57,79,https://youtu.be/KdDeqhDsuJg,1989 09 07 0000 US NA025108 V1 VHS23 MB12 H28 LA,https://youtu.be/KdDeqhDsuJg?t=1719,https://youtu.be/KdDeqhDsuJg?t=1719,California Milk Advisory Board,Cheese ,No,0,1989 09 07,California Milk Advisory Board--Cheese ,1719,1719,0,,"ffmpeg -ss 1718 -i ""1989 09 07 0000 US NA025108 V1 VHS23 MB12 H28 LA"".mp4 -c copy -t 3 ""California Milk Advisory Board--Cheese __ zz_1989 09 07_1989 09 07 0000 US NA025108 V1 VHS23 MB12 H28 LA_1719s"".mp4"
15,57,85,https://youtu.be/KdDeqhDsuJg,1989 09 07 0000 US NA025108 V1 VHS23 MB12 H28 LA,https://youtu.be/KdDeqhDsuJg?t=1719, https://youtu.be/KdDeqhDsuJg?t=1778,Circuit City,Amana Fridge,No,0,1989 09 07,Circuit City--Amana Fridge,1719,1778,59,,"ffmpeg -ss 1718 -i ""1989 09 07 0000 US NA025108 V1 VHS23 MB12 H28 LA"".mp4 -c copy -t 62 ""Circuit City--Amana Fridge__ zz_1989 09 07_1989 09 07 0000 US NA025108 V1 VHS23 MB12 H28 LA_1719s"".mp4"
16,57,91,https://youtu.be/KdDeqhDsuJg,1989 09 07 0000 US NA025108 V1 VHS23 MB12 H28 LA,https://youtu.be/KdDeqhDsuJg?t=1778,https://youtu.be/KdDeqhDsuJg?t=1804,Payless,Athletic Shoes,No,0,1989 09 07,Payless--Athletic Shoes,1778,1804,26,,"ffmpeg -ss 1777 -i ""1989 09 07 0000 US NA025108 V1 VHS23 MB12 H28 LA"".mp4 -c copy -t 29 ""Payless--Athletic Shoes__ zz_1989 09 07_1989 09 07 0000 US NA025108 V1 VHS23 MB12 H28 LA_1778s"".mp4"
17,57,97,https://youtu.be/KdDeqhDsuJg,1989 09 07 0000 US NA025108 V1 VHS23 MB12 H28 LA,https://youtu.be/KdDeqhDsuJg?t=2330,,Phil and Jims,"37th Anniversary Sale, Fridges, Freezers, Microwaves",No,0,1989 09 07,"Phil and Jims--37th Anniversary Sale, Fridges, Freezers, Microwaves",2330,#VALUE!,#VALUE!,,#VALUE!
18,57,103,https://youtu.be/KdDeqhDsuJg,1989 09 07 0000 US NA025108 V1 VHS23 MB12 H28 LA,https://youtu.be/KdDeqhDsuJg?t=2361,https://youtu.be/KdDeqhDsuJg?t=2391,True Value ,"Enamel, Wood Stains",No,0,1989 09 07,"True Value --Enamel, Wood Stains",2361,2391,30,,"ffmpeg -ss 2360 -i ""1989 09 07 0000 US NA025108 V1 VHS23 MB12 H28 LA"".mp4 -c copy -t 33 ""True Value --Enamel, Wood Stains__ zz_1989 09 07_1989 09 07 0000 US NA025108 V1 VHS23 MB12 H28 LA_2361s"".mp4"
